Numéro du puits,Nom du puits,Année forage,Région géologique,Lot,Rang,Canton,Paroisse,Localisation,Latitude (NAD83),Latitude (décimal),Longitude (NAD83),Longitude (décimal),No carte,No permis,Profondeur,Profondeur (en m),Elévation sol,Élévation (en m),Élévation table rotation,Élévation de la table de rotation (en m),Dernière activité de puits,Dernière phase de puits,Statut puits,État du puits,Contenu du puits,Type puits,Détenteur,Partenaires,Opérateur,Implanté sur,Entreprise forage,Type foreuse,Log composite,Confidentiel jusqu'au,Municipalité,Région administrative,Localité
C130,"Pétrolia, Wakeham No 1",2005,C-Gaspésie,,2,Baie-de-Gaspé-Sud,,,"48° 51' 19,1""",48.855306,"64° 39' 35,4""",-64.659833,22A15,2002PG664,702 m/KB,702.0,200.0 m/mer,200.0,202.0 m/mer,202.0,Évaluation,n.d.,Évaluation,Évaluation,,Puits d'exploration «Wildcat»,Pétrolia Inc.,n.d.,Pétrolia Inc.,Ligne sismique JNX WAK-003 (point de tir #147),Foragaz Inc.,Rotative,Non,2008-12-22,Gaspé,Gaspésie - Îles-de-la-Madeleine,Gaspé
C131,"Pétrolia, Haldimand No 1",2005,C-Gaspésie,4-D-3 et 4-E-3,1 (Sandy Beach),Douglas,,,"48° 48' 18,9""",48.80525,"64° 25' 22,2""",-64.422833,22A16,2001PG572,1436 m/KB,1436.0,78.0 m/mer,78.0,81.0 m/mer,81.0,Évaluation,n.d.,Suspendu,Suspendu,,Puits d'exploration «Wildcat»,Pétrolia Inc.,n.d.,Pétrolia Inc.,Ligne sismique PEA-HAL-2005-05 (point de tir #173),Foragaz Inc.,Rotative,Non,2009-03-31,Gaspé,Gaspésie - Îles-de-la-Madeleine,Gaspé
C132,"Junex Lemaire, Baillargeon No 1",2006,C-Gaspésie,,,Baillargeon,,,"48° 49' 27,7""",48.824361,"64° 43' 53,5""",-64.731528,22A15,1998RS053,1501 m/KB,1501.0,34.0 m/mer,34.0,36.0 m/mer,36.0,Abandon,n.d.,Abandonné\indices de gaz et pétrole,Abandonné,indices de gaz et pétrole,Puits d'exploration «Wildcat»,Junex Inc.,n.d.,Junex Inc.,Ligne sismique 82-170 (point de tir #203),Foragaz Inc.,Rotative,Oui,2009-11-20,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
C133,"Junex, Paspébiac No 1",2007,C-Gaspésie,,8ème Rang,,,10 km au Nord de New-Carlisle,"48° 07' 39,3""",48.127583,"65° 19' 28,7""",-65.324639,22A03,2001PG589,1800 m/---,1800.0,136.0 m/mer,136.0,140.0 m/mer,140.0,Forage,n.d.,Évaluation,Évaluation,,Puits d'exploration «Wildcat»,Junex Inc.,n.d.,Junex Inc.,Ligne sismique JNX-BN-001 (point de tir #490),Foragaz Inc.,Rotative,Non,2010-10-23,Paspébiac,Gaspésie - Îles-de-la-Madeleine,Paspébiac
C134,"Pétrolia, Haldimand No 2",2009,C-Gaspésie,2B-3,Sandy Beach,,,,"48° 48' 33,6""",48.809333,"64° 26' 05,4""",-64.434833,22A16,2005RS123,1200 m/KB,1200.0,101.0 m/mer,101.0,105.0 m/mer,105.0,Évaluation,n.d.,Suspendu,Suspendu,,Puits d'exploration «Wildcat»,Pétrolia Inc.,Junex Inc; Gastem Inc.,Pétrolia Inc.,Ligne sismique 3D 2008 (point de tir # 2141),Savanna Drilling,Rotative,Non,2012-10-15,Gaspé,Gaspésie - Îles-de-la-Madeleine,Gaspé
C135,"Pétrolia, Tar Point No 1",2009,C-Gaspésie,7-4,1 Bois Brûlé,,,,"48° 43' 28,3""",48.724528,"64° 18' 28,5""",-64.307917,22A09,2005RS123,2434 m/KB,2434.0,33.0 m/mer,33.0,38.0 m/mer,38.0,Évaluation,n.d.,Complété\évaluation,Complété,évaluation,Puits d'exploration «Wildcat»,Pétrolia Inc.,n.d.,Pétrolia Inc.,Ligne sismique Prével 08-02 (point de tir #110),Savanna Drilling,Rotative,Non,2012-12-07,Gaspé,Gaspésie - Îles-de-la-Madeleine,Gaspé
C136,"Abba Quebec Resources, Mont-Alexandre No 1",2009,C-Gaspésie,,,,,,"48° 33' 30,1""",48.558361,"65° 17' 35,9""",-65.293306,22A11,2008PG949,1625 m/KB,1625.0,412.0 m/mer,412.0,416.0 m/mer,416.0,Fermé définitivement,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,Abba Quebec Resources Inc.,n.d.,Abba Quebec Resources Inc.,Ligne sismique MCR-2008-08 (point de tir #357),Black Watch Drilling,Rotative simple,Non,2012-12-05,Mont-Alexandre,Gaspésie - Îles-de-la-Madeleine,Murdochville
C139,"Junex, Galt No 4",2012,C-Gaspésie,,,Galt,,,"48° 50' 53,2""",48.848111,"64° 46' 43.1""",-64.778639,22A15,2008PG989,0 pi/---,0.0,340.0 m/sol,340.0,344.0 m/sol,344.0,En cours de réentrée,n.d.,En cours de forage,En cours de forage,,Puits d'exploration «Wildcat»,Junex Inc.,n.d.,Junex Inc.,n.d.,Foragaz Inc.,Rotative double,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
C139-R1,"Junex, Galt No 4",0,C-Gaspésie,,,Galt,, ,"48° 50' 53,2""",48.848111,"64° 46' 43.1""",-64.778639,22A15-0101,2008PG989,0 m/---,0.0,338.0 m/---,338.0,342.0 m/---,342.0,En cours de réentrée,n.d.,En cours de forage,En cours de forage,,Puits d'exploration «Wildcat»,Junex Inc.,n.d.,Junex Inc.,n.d.,Foragaz Inc.,Rotative double,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
C140,"Pétrolia, Haldimand No 3",n.d.,C-Gaspésie,4054270,Sandy Beach,,,,"48° 48' 20""",48.805556,"64° 25' 7""",-64.418611,22A16,2005RS123,0 pi/---,0.0,81.0 m/sol,81.0,87.0 m/sol,87.0,,,Localisation\n'a pas été foré,Localisation,n'a pas été foré,Puits d'exploration «Wildcat»,Pétrolia Inc.,n.d.,Pétrolia Inc.,n.d.,Akita Drilling Ltd,Rotative triple,Non,,Gaspé,Gaspésie - Îles-de-la-Madeleine,Gaspé
C141,"Pétrolia, Bourque No 1",2012,C-Gaspésie,,,Champou,,,"49° 0' 58,9""",49.002222,"65° 6' 35,8""",-65.101389,22H03,2009PG497,0 pi/---,0.0,490.0 m/sol,490.0,496.0 m/sol,496.0,,,Suspendu,Suspendu,,Puits d'exploration «Wildcat»,Pétrolia Inc.,n.d.,Pétrolia Inc.,n.d.,Akita Drilling Ltd,Rotative triple,Non,,Collines-du-Basque,Gaspésie - Îles-de-la-Madeleine,Grande-Vallée
C142,"Pétrolia, Bourque No 2",2012,C-Gaspésie,,,Champou,,,"49° 2' 9""",49.033333,"65° 5' 38,1""",-65.085556,22H03,2009PG497,0 pi/---,0.0,395.0 m/sol,395.0,401.0 m/sol,401.0,,,Suspendu,Suspendu,,Puits d'exploration «Wildcat»,Pétrolia Inc.,n.d.,Pétrolia Inc.,n.d.,Akita Drilling Ltd,Rotative triple,Non,,Collines-du-Basque,Gaspésie - Îles-de-la-Madeleine,Grande-Vallée
C143,"Pétrolia, Haldimand No 4",n.d.,C-Gaspésie,4054238,Sandy Beach,Municipalité de Gaspé,,,"48° 48' 47,4""",48.813167,"64° 26' 40,7""",-64.444639,22A16,2005RS123,0 pi/---,0.0,84.0 m/sol,84.0,90.0 m/sol,90.0,En attente de forage,n.d.,Suspendu,Suspendu,,Puits d'exploration «Wildcat»,Pétrolia Inc.,n.d.,Pétrolia Inc.,n.d.,Akita Drilling Ltd,Rotative triple,Non,,Gaspé,Gaspésie - Îles-de-la-Madeleine,Gaspé
C144,"Gastem, Ristigouche-Partie-Sud-Est No 1",n.d.,C-Gaspésie,16,2,Ristigouche,Ristigouche-Partie-Sud-Est,,"48° 2' 6,9""",48.033333,"66° 49' 16,8""",-66.821333,22B02,2007PG940,0 pi/---,0.0,62.0 m/sol,62.0,67.0 m/sol,67.0,,,Localisation\n'a pas été foré,Localisation,n'a pas été foré,Puits d'exploration «Wildcat»,Gastem Inc.,n.d.,Gastem Inc.,n.d.,Precision Drilling Corp.,Telli-double,Non,,Ristigouche-Partie-Sud-Est,Gaspésie - Îles-de-la-Madeleine,Listuguj
C145,"Junex, Galt HZ No 5",n.d.,C-Gaspésie,,,Galt,,,"48° 50' 46.6""",48.846278,"64° 47' 1.8""",-64.783611,22A15,2008PG989,0 pi/---,0.0,410.0 m/sol,410.0,415.0 m/sol,415.0,,,Localisation\n'a pas été foré,Localisation,n'a pas été foré,Puits d'exploration «Wildcat»,Junex Inc.,n.d.,Junex Inc.,n.d.,Foragaz Inc.,Double - Top Drive,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS01,83-01,1983,C-Gaspésie,,,,,,"48° 50' 28,1""",48.841139,"64° 47' 49,5""",-64.797083,22A15,770,27 m/sol,27.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,"Companie Minière Gaspé, SEMBEC Inc.",Émilien Séguin,Électromagnétique V.L.F. et Sismique,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS02,83-02,1983,C-Gaspésie,,,,,,"48° 50' 27,0""",48.840833,"64° 47' 52,0""",-64.797778,22A15,770,20 m/sol,20.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,"Companie Minière Gaspé, SEMBEC Inc.",Émilien Séguin,Électromagnétique V.L.F. et Sismique,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS03,83-03 (1983FCS03),1983,C-Gaspésie,,,Seigneurie de Gaspé,,,"48° 50' 27,5""",48.840972,"64° 47' 45,0""",-64.795833,22A15,770,77 m/sol,77.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,"Gaspésie, Société d'exporation pétrolière et minière","Gaspésie, Société d'exploration, SEMBEC Inc.",Émilien Séguin,Électromagnétique V.L.F. et Sismique,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS04,83-04,1983,C-Gaspésie,,,,,,"48° 50' 31,3""",48.842028,"64° 47' 38,4""",-64.794,22A15,770,19 m/sol,19.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,"Companie Minière Gaspé, SEMBEC Inc.",Émilien Séguin,Électromagnétique V.L.F. et Sismique,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS05,83-05,1983,C-Gaspésie,,,,,,"48° 50' 35,7""",48.84325,"64° 47' 33,5""",-64.792639,22A15,770,36 m/sol,36.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,"Companie Minière Gaspé, SEMBEC Inc.",Émilien Séguin,Électromagnétique V.L.F. et Sismique,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS06,83-06,1983,C-Gaspésie,,,,,,"48° 50' 19,0""",48.838611,"64° 47' 12,5""",-64.786806,22A15,770,63 m/sol,63.0,n.d.,n.d.,n.d.,n.d.,,,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,"Gaspésie Ltd, Sembec Inc.",Émilien Séguin,n.d.,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS07,83-07 (1983FCS07),1983,C-Gaspésie,,,,,,"48° 50' 21,0""",48.839167,"64° 47' 17,7""",-64.78825,22A15,770,32 m/sol,32.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,"Gaspésie, Société d'exploration pétrolière et minière","Gaspésie, Société d'exploration, SEMBEC Inc.",Émilien Séguin,Électromagnétique V.L.F. et Sismique,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS08,83-08 (1983FCS08),1983,C-Gaspésie,,,,,,"48° 50' 19,8""",48.838833,"64° 47' 21,7""",-64.789361,22A15,770,36 m/sol,36.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,"Gaspésie, Société d'exploration pétrolière et minière","Gaspésie, Société d'exploration, SEMBEC Inc.",Émilien Séguin,Électromagnétique V.L.F. et Sismique,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS09,84-01,1984,C-Gaspésie,,,Galt,,,"48° 50' 28,1""",48.841139,"64° 47' 49,5""",-64.797083,22A15,770,22 m/sol,22.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,"Gaspésie Ltd, Sembec Inc.",Émilien Séguin,n.d.,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS10,84-02,1984,C-Gaspésie,,,,,,"48° 50' 28,1""",48.841139,"64° 47' 49,5""",-64.797083,22A15,770,77 m/sol,77.0,n.d.,n.d.,n.d.,n.d.,,,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,"Gaspésie Ltd, Sembec Inc.",Émilien Séguin,n.d.,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS11,84-03,1984,C-Gaspésie,,,,,,"48° 50' 28,1""",48.841139,"64° 47' 49,5""",-64.797083,22A15,770,32 m/sol,32.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,"Gaspésie Ltd, Sembec Inc.",Émilien Séguin,n.d.,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS12,84-04,1984,C-Gaspésie,,,,,,"48° 50' 20,0""",48.838889,"64° 47' 20,0""",-64.788889,22A15,770,68 m/sol,68.0,n.d.,n.d.,n.d.,n.d.,Forage,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,"Gaspésie Ltd, Sembec Inc.",Émilien Séguin,n.d.,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS13,84-05,1984,C-Gaspésie,,,Galt,,,"48° 50' 11,0""",48.836389,"64° 47' 13,0""",-64.786944,22A15,770,67 m/sol,67.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,"Gaspésie Ltd, Sembec Inc.",Émilien Séguin,n.d.,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS14,84-06,1984,C-Gaspésie,,,Galt,,,"48° 50' 10,0""",48.836111,"64° 47' 14,0""",-64.787222,22A15,770,42 m/sol,42.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,"Gaspésie Ltd, Sembec Inc.",Émilien Séguin,n.d.,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS17,84-09,1984,C-Gaspésie,,,,,,"48° 50' 21,8""",48.839389,"64° 47' 24,7""",-64.790194,22A15,770,109 m/sol,109.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,"Gaspésie Ltd, Sembec Inc.",Émilien Séguin,n.d.,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS18,84-10,1984,C-Gaspésie,,,Galt,,Comté de Gaspé-Sud,"48° 50' 23,5""",48.839861,"64° 47' 24,5""",-64.790139,22A15,770,129 m/sol,129.0,n.d.,n.d.,n.d.,n.d.,Forage,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,"Gaspésie Ltd, Sembec Inc.",Émilien Séguin,n.d.,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS19,84-11,1984,C-Gaspésie,,,,,,"48° 50' 32,0""",48.842222,"64° 47' 33,5""",-64.792639,22A15,770,132 m/sol,132.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,"Gaspésie Ltd, Sembec Inc.",Émilien Séguin,n.d.,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS20,84-12,1984,C-Gaspésie,,,Galt,,,"48° 50' 20,9""",48.839139,"64° 47' 22,8""",-64.789667,22A15,770,95 m/sol,95.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,Gaspésie Inc.,Émilien Séguin,n.d.,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS21,84-13 (1984FCS21),1984,C-Gaspésie,,,Galt,,,"48° 50' 20,9""",48.839139,"64° 47' 22,8""",-64.789667,22A15,770,90 m/sol,90.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de gaz et pétrole,Abandonné,indices de gaz et pétrole,Puits d'exploration «Wildcat»,"Gaspésie, Société d'exploration pétrolière et minière",n.d.,Émilien Séguin,n.d.,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS22,84-14,1984,C-Gaspésie,,,Galt,,,"48° 50' 22,0""",48.839444,"64° 47' 31,0""",-64.791944,22A15,770,119 m/sol,119.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,Gaspésie Inc.,Émilien Séguin,n.d.,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS23,84-15,1984,C-Gaspésie,,,Galt,,,"48° 50' 18,0""",48.838333,"64° 47' 26,0""",-64.790556,22A15,770,106 m/sol,106.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,Gaspésie Inc.,Émilien Séguin,n.d.,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS24,84-16,1984,C-Gaspésie,,,Galt,,,"48° 50' 18,0""",48.838333,"64° 47' 26,0""",-64.790556,22A15,770,164 m/sol,164.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,Gaspésie Inc.,Émilien Séguin,n.d.,,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS25,85-01,1985,C-Gaspésie,,,,,,"48° 50' 18,9""",48.838583,"64° 47' 15,6""",-64.787667,22A15,770,179 m/sol,179.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,Les Forages Élite Inc.,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS26,85-02,1985,C-Gaspésie,,,,,,"48° 50' 15,0""",48.8375,"64° 47' 09,4""",-64.785944,22A15,770,189 m/sol,189.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,Les Forages Élite Inc.,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS27,85-03,1985,C-Gaspésie,,,,,,"48° 50' 15,1""",48.837528,"64° 47' 09,0""",-64.785833,22A15,770,160 m/sol,160.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,Les Forages Élite Inc.,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS28,85-04 (1985FCS28),1985,C-Gaspésie,,,,,,"48° 50' 17,3""",48.838139,"64° 47' 05,0""",-64.784722,22A15,770,191 m/sol,191.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,"Gaspésie, Société d'exploration pétrolière et minière",n.d.,Émilien Séguin,n.d.,Les Forages Élite Inc.,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS29,85-05 (1985FCS29),1985,C-Gaspésie,,,,,,"48° 50' 26,6""",48.840722,"64° 47' 27,3""",-64.790917,22A15,770,169 m/sol,169.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,"Gaspésie, Société d'exploration pétrolière et minière",n.d.,Émilien Séguin,n.d.,Les Forages Élite Inc.,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS30,85-06,1985,C-Gaspésie,,,,,,"48° 50' 23,5""",48.839861,"64° 47' 25,0""",-64.790278,22A15,770,191 m/sol,191.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,Les Forages Élite Inc.,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS31,85-07,1985,C-Gaspésie,,,,,,"48° 50' 20,0""",48.838889,"64° 47' 27,0""",-64.790833,22A15,770,191 m/sol,191.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,Les Forages Élite Inc.,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS32,85-08 (1985FCS32),1985,C-Gaspésie,,,,,,"48° 50' 34,6""",48.842944,"64° 47' 55,9""",-64.798861,22A15,770,192 m/sol,192.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,"Gaspésie, Société d'exploration pétrolière et minière",n.d.,Émilien Séguin,n.d.,Les Forages Élite Inc.,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS33,85-09 (1985FCS33),1985,C-Gaspésie,,,,,,"48° 50' 34,6""",48.842944,"64° 47' 55,9""",-64.798861,22A15,770,177 m/sol,177.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,"Gaspésie, Société d'exploration pétrolière et minière",n.d.,Émilien Séguin,n.d.,Les Forages Élite Inc.,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS34,85-10,1985,C-Gaspésie,,,,,,"48° 50' 24,0""",48.84,"64° 47' 50,0""",-64.797222,22A15,770,201 m/sol,201.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,Les Forages Élite Inc.,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS35,85-11,1985,C-Gaspésie,,,,,,"48° 58' 18,9""",48.971917,"64° 47' 22,6""",-64.789611,22A15,770,75 m/sol,75.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,Les Forages Élite Inc.,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Cloridorme
CS37,85-13,1985,C-Gaspésie,,,,,,"48° 50' 16,3""",48.837861,"64° 47' 30,5""",-64.791806,22A15,770,199 m/sol,199.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,Les Forages Élite Inc.,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS38,85-14,1985,C-Gaspésie,,,,,,"48° 50' 13,2""",48.837,"64° 47' 16,2""",-64.787833,22A15,770,351 m/sol,351.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,Les Forages Élite Inc.,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS39,85-15,1985,C-Gaspésie,,,,,,"48° 50' 41,7""",48.844917,"64° 47' 59,4""",-64.799833,22A15,770,236 m/sol,236.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,Les Forages Élite Inc.,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS40,85-16,1985,C-Gaspésie,,,,,,"48° 50' 48,4""",48.846778,"64° 48' 10,4""",-64.802889,22A15,770,233 m/sol,233.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,Les Forages Élite Inc.,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS41,85-17,1985,C-Gaspésie,,,,,,"48° 50' 19,1""",48.838639,"64° 47' 25,6""",-64.790444,22A15,770,346 m/sol,346.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\sec,Abandonné,sec,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,Les Forages Élite Inc.,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
CS42,85-18,1985,C-Gaspésie,,,,,,"48° 50' 29,0""",48.841389,"64° 47' 42,5""",-64.795139,22A15,770,252 m/sol,252.0,n.d.,n.d.,n.d.,n.d.,Abandon,n.d.,Abandonné\indices de pétrole,Abandonné,indices de pétrole,Puits d'exploration «Wildcat»,n.d.,n.d.,Émilien Séguin,n.d.,Les Forages Élite Inc.,Carottage minier,Non,,Rivière-Saint-Jean,Gaspésie - Îles-de-la-Madeleine,Gaspé
